Comune;X;Y;denom;Localiz;nomeparco;weblink;cronologia;Tipologia;info;Telefono;Fax;e_mail;Social;Ticket;Ticket_rid;Orario;Scheda;FotoImage;OBJECTID;Note;Sheet;CODISTAT;data_caricamento
"Cattolica Eraclea";"13.280652";"37.394276";Teatro;"C.da Minoa";"Area archeologica di Eraclea Minoa";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=35&IdSito=9";ellenistica;Teatro;NULL;"0922 846005";NULL;NULL;NULL;"€ 4,00";"€ 2,00";"Tutti i giorni dalle 8,30 alle 19,30 compreso i festivi";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Eraclea_teatro.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Eraclea_teatro.jpg";"67";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Eraclea_teatro_eng.pdf";"084014";"1587553507"
"Cattolica Eraclea";"13.280426";"37.393683";"Case II A e II B";"C.da Minoa";"Area archeologica di Eraclea Minoa";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=35&IdSito=9";ellenistica;Insediamento;NULL;"0922 846005";NULL;NULL;NULL;"€ 4,00";"€ 2,00";"Tutti i giorni dalle 8,30 alle 19,30 compreso i festivi";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Eraclea_case.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Eraclea_case.jpg";"68";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Eraclea_case_eng.pdf";"084014";"1587553507"
Aidone;"14.481215";"37.430382";"Casa di Ganimede";"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";ellenistica;Casa;"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_ganimede.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_ganimede.jpg";"69";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_ganimede_eng.pdf";"086002";"1587553507"
Aidone;"14.479996";"37.430893";Prytaneion;"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";ellenistica;"Edificio pubblico civile";"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_prytaneion.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_prytaneion.jpg";"70";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_prytaneion_eng.pdf";"086002";"1587553507"
Aidone;"14.479305";"37.430980";Macellum;"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";"ellenistica; imperiale";"Edificio pubblico civile";"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_macellum.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_macellum.jpg";"71";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_macellum_eng.pdf";"086002";"1587553507"
Aidone;"14.479383";"37.430070";Teatro;"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";ellenistica;Teatro;"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_teatro.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_teatro.jpg";"72";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_teatro_eng.pdf";"086002";"1587553507"
Aidone;"14.479590";"37.431313";"Stoà est";"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";ellenistica;"Edificio pubblico civile";"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_stoaest.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_stoaest.jpg";"73";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_stoaest_eng.pdf";"086002";"1587553507"
Aidone;"14.479674";"37.430324";"Santuario divinità ctonie";"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";"arcaica; classica; ellenistica";Santuario;"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_santuarioctonie.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_santuarioctonie.jpg";"74";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_santuarioctonie_eng.pdf";"086002";"1587553507"
Aidone;"14.480891";"37.430074";"La grande fornace";"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";"ellenistica; imperiale";"Struttura industriale";"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_grandefornace.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_grandefornace.jpg";"91";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_grandefornace_eng.pdf";"086002";"1587553507"
Aidone;"14.479444";"37.430688";Ekklesiasterion;"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";ellenistica;"Edificio pubblico civile";"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_ekklesiasterion.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_ekklesiasterion.jpg";"92";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_ekklesiasterion_eng.pdf";"086002";"1587553507"
Aidone;"14.477723";"37.431181";Bouleuterion;"C.da Morgantina";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";ellenistica;"Edificio pubblico civile";"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_bouleuterion.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_bouleuterion.jpg";"93";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_bouleuterion_eng.pdf";"086002";"1587553507"
Aidone;"14.480311";"37.431003";"Casa del capitello dorico";"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";"ellenistica; imperiale";Casa;"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_capitellodorico.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_capitellodorico.jpg";"94";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_capitellodorico_eng.pdf";"086002";"1587553507"
Aidone;"14.479162";"37.431703";"Fontana monumentale";"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";ellenistica;Fontana;"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_fontana.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_fontana.jpg";"95";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_fontana_eng.pdf";"086002";"1587553507"
Aidone;"14.473058";"37.427449";"Terme Nord";"C.da Santa Agnese";"Parco archeologico di Morgantina";"http://www.facebook.com/media/set/?set=a.275786462553616.67458.217998124999117&type=1";"ellenistica; imperiale";Terme;"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_termenord.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_termenord.jpg";"96";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_termenord_eng.pdf";"086002";"1587553507"
Aidone;"14.480071";"37.430067";Granai;"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";"ellenistica; romana";"Edificio pubblico civile";"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_granai.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_granai.jpg";"189";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_granai_eng.pdf";"086002";"1587553507"
Aidone;"14.477620";"37.428473";"Casa del Magistrato";"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";ellenistica;Casa;"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_magistrato.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_magistrato.jpg";"190";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_magistrato_eng.pdf";"086002";"1587553507"
Aidone;"14.477219";"37.430024";"Casa della cisterna ad arco";"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";ellenistica;Casa;"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_cisternaadarco.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_cisternaadarco.jpg";"191";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_cisternaadarco_eng.pdf";"086002";"1587553507"
Aidone;"14.480051";"37.430655";Fornace;"C.da Serra Orlando";"Parco archeologico di Morgantina";"http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf";"ellenistica; romana";"Struttura industriale";"Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.";"093587955";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_grandefornace.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_fornace.jpg";"193";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_grandefornace_eng.pdf";"086002";"1587553507"
Marsala;"12.469561";"37.870184";"Area K- Zona artigianale";"Isola di San Pantaleo";"Area archeologica di Mozia";"http://it.wikipedia.org/wiki/Mozia";"arcaica; classica";"Struttura industriale";"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_areak.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_areak.jpg";"77";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_areak_eng.pdf";"081011";"1587553507"
Marsala;"12.471029";"37.869731";"Fortificazioni di Nord-Est";"Isola di San Pantaleo";"Area archeologica di Mozia";"http://it.wikipedia.org/wiki/Mozia";"arcaica; classica";Fortificazioni;"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_nefortificazioni.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_nefortificazioni.jpg";"78";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_nefortificazioni_eng.pdf";"081011";"1587553507"
Marsala;"12.468351";"37.870205";"Area T - Zona artigianale";"Isola di San Pantaleo";"Area archeologica di Mozia";"http://it.wikipedia.org/wiki/Mozia";"arcaica; classica";"Struttura industriale";"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_areat.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_areat.jpg";"79";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_areat_eng.pdf";"081011";"1587553507"
Marsala;"12.468539";"37.870438";"Necropoli arcaica";"Isola di San Pantaleo";"Area archeologica di Mozia";"http://it.wikipedia.org/wiki/Mozia";"arcaica; classica";Necropoli;"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_necropoli.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_necropoli.jpg";"80";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_necropoli_eng.pdf";"081011";"1587553507"
Marsala;"12.466663";"37.870008";Tophet;"Isola di San Pantaleo";"Area archeologica di Mozia";"http://www.lasapienzamozia.it/mozia/index.php?option=com_content&view=article&id=60&Itemid=102";"arcaica; classica";Santuario;"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_tophet.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_tophet.jpg";"81";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_tophet_eng.pdf";"081011";"1587553507"
Marsala;"12.470673";"37.870318";"Porta Nord";"Isola di San Pantaleo";"Area archeologica di Mozia";"http://it.wikipedia.org/wiki/Mozia";"arcaica; classica";Fortificazioni;"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_portanord.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_portanord.jpg";"82";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_portanord_eng.pdf";"081011";"1587553507"
Marsala;"12.469548";"37.869759";"Santuario Cappiddazzu";"Isola di San Pantaleo";"Area archeologica di Mozia";"http://it.wikipedia.org/wiki/Mozia";"arcaica; classica";Santuario;"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_cappiddazzu.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_capiddazzu.jpg";"83";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_cappiddazzu_eng.pdf";"081011";"1587553507"
Marsala;"12.469799";"37.865508";"Casa dei mosaici";"Isola di San Pantaleo";"Area archeologica di Mozia";"http://it.wikipedia.org/wiki/Mozia";"arcaica; classica";Casa;"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_casamosaici.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_casamosaici.jpg";"84";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_casamosaici_eng.pdf";"081011";"1587553507"
Marsala;"12.468477";"37.863974";Casermetta;"Isola di San Pantaleo";"Area archeologica di Mozia";"http://it.wikipedia.org/wiki/Mozia";"arcaica; classica";Fortificazioni;"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_casermetta.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_casermetta.jpg";"85";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_casermetta_eng.pdf";"081011";"1587553507"
Marsala;"12.466332";"37.864549";"Santuario del Kothon (tempio di Baal 'Addir)";"Isola di San Pantaleo";"Area archeologica di Mozia";"http://www.lasapienzamozia.it/mozia/index.php?option=com_content&view=article&id=89&Itemid=198";"arcaica; classica";Santuario;"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_kothon.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_kothon.jpg";"86";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_kothon_eng.pdf";"081011";"1587553507"
Marsala;"12.468235";"37.865048";"Zona B - Casa del pozzo quadrato";"Isola di San Pantaleo";"Area archeologica di Mozia";"http://www.lasapienzamozia.it/mozia/index.php?option=com_content&view=article&id=172&Itemid=197";classica;Casa;"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonab.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_zonab.jpg";"87";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonab_eng.pdf";"081011";"1587553507"
Marsala;"12.467669";"37.865782";"Zona D - Casa del sacello domestico e Casa del corno di conchiglia";"Isola di San Pantaleo";"Area archeologica di Mozia";"http://www.lasapienzamozia.it/mozia/index.php?option=com_content&view=article&id=63&Itemid=201";classica;Casa;"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonad.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_zonad.jpg";"88";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonad_eng.pdf";"081011";"1587553507"
Marsala;"12.465181";"37.869448";"Zona F - Fortezza Occidentale";"Isola di San Pantaleo";"Area archeologica di Mozia";"http://www.lasapienzamozia.it/mozia/index.php?option=com_content&view=article&id=62&Itemid=209";"arcaica; classica";Fortificazioni;"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonaf.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_zonaf.jpg";"89";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonaf_eng.pdf";"081011";"1587553507"
Marsala;"12.469271";"37.867346";"Zona A - Casa delle anfore";"Isola di San Pantaleo";"Area archeologica di Mozia";"http://it.wikipedia.org/wiki/Mozia";classica;Casa;"Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo";"0916820522";"0916814156";"info@fondazionewhitaker.it";NULL;"€ 9,00";"€ 5,00";"01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonaa.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_zonaa.jpg";"90";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonaa_eng.pdf";"081011";"1587553507"
