Comune;Provincia;Categoria;Tipologia;Nome;Indirizzo;Sito internet;Telefono;Email;Codice;Longitudine;Latitudine
Siracusa;Siracusa;1 Stella;Case e Appartamenti per Vacanze;Residence Olimpo;Via del Crocifisso 12;http://www.olimporesidence.it/;0931449081;info@olimporesidence.it;TRS-IT-SIC-01915;15.294625;37.059896
Siracusa;Siracusa;1 Stella;Case e Appartamenti per Vacanze;Residence Tiche;Viale Scala Greca 297;;0931753990;royalresidence@libero.it;TRS-IT-SIC-01916;15.269266;37.094396
Siracusa;Siracusa;1 Stella;Case e Appartamenti per Vacanze;San Domenico;Contrada Laganelli 1;http://www.sandomenico-residence.com/;09311765050;info@sandomenicosr.it;TRS-IT-SIC-01918;15.250147;37.032327
Siracusa;Siracusa;1 Stella;Case e Appartamenti per Vacanze;Stella del mare;Via Calliope 17;;0931791100;prenotazioni@hotelfontanebianche.it;TRS-IT-SIC-01920;15.21086;36.966212
Siracusa;Siracusa;1 Stella;Case e Appartamenti per Vacanze;Stella Maris;Via Salomone 32;http://www.casavacanzaortigia.it/;3333484522;ddontn@yahoo.it;TRS-IT-SIC-04533;15.294436;37.056123
Siracusa;Siracusa;1 Stella;Case e Appartamenti per Vacanze;Syrakosia;Via Vittorio Veneto 9;http://www.bbsyrakosia.com/;093162084;info@bbsyrakosia.com;TRS-IT-SIC-01921;15.297684;37.061132
Siracusa;Siracusa;1 Stella;Case e Appartamenti per Vacanze;TwoRooms;Via Vittorio Veneto 130;http://www.tworooms.it/;3357556643;info@tworooms.it;TRS-IT-SIC-01932;15.295618;37.064012
Siracusa;Siracusa;1 Stella;Case e Appartamenti per Vacanze;Via Nizza;Via Nizza 65;;093169555;mail@edoardofaraci.com;TRS-IT-SIC-01934;15.297292;37.058306
Siracusa;Siracusa;1 Stella;Case e Appartamenti per Vacanze;Villa Antares;Via Antares 1;;3472964993;maraldocasavacanze@gmail.com;TRS-IT-SIC-06901;15.21652;36.9627
Siracusa;Siracusa;1 Stella;Case e Appartamenti per Vacanze;Villa Lucy;Via Bordighera 14;http://www.ecoresidence.it/;0931790928;minniti.alfredo@gmail.com;TRS-IT-SIC-05384;15.204061;36.965267
Siracusa;Siracusa;1 Stella;Case e Appartamenti per Vacanze;Villa San Tommaso;Via Traversa San Tommaso 1;;0931744375;smoschella@fase2.it;TRS-IT-SIC-01935;15.204962;37.079509
Siracusa;Siracusa;1 Stella;Case per Ferie;Betfage;Via Traversa Mallia 20/A;;0931721212;info@vocedibethania.it;TRS-IT-SIC-01954;15.30791;37.02519
Siracusa;Siracusa;1 Stella;Case per Ferie;Domus Mariae Benessere;Via Vittorio Veneto 89;http://www.domusmariaebenessere.com//;093160087;info@domusmariaebenessere.com;TRS-IT-SIC-01952;15.296182;37.062528
Siracusa;Siracusa;1 Stella;Ostelli;Lol Hostel;Via Francesco Crispi 92;http://www.lolhostel.com/;0931465088;info@lolhostel.com;TRS-IT-SIC-01956;15.281647;37.068179
Siracusa;Siracusa;2 Stelle;Affittacamere;L'Acanto;Via Roma 15;http://www.bebsicily.com/;0931449555;info@bebsicily.com;TRS-IT-SIC-01712;15.294253;37.060627
Siracusa;Siracusa;2 Stelle;Affittacamere;Resort Villa Isola;Via Isola 21/23;http://www.villaisola.it/;392 569 4376;villaisolasiracusa@gmail.com;TRS-IT-SIC-07434;15.304383;37.025874
Siracusa;Siracusa;2 Stelle;Affittacamere;Rooms Graziella Ortigia Island;Via Logoteta 18;http://www.bedandbreakfastgraziella.com;3282435167;roomsgraziellaortigiaisland@gmail.com;TRS-IT-SIC-07418;15.295285;37.059519
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Arr�;Via G. Di Natale 7C;http://www.arresiracusa.com/;3286176321;info@arresiracusa.com;TRS-IT-SIC-00803;15.284882;37.072829
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Bismarkia;Via Trav. Pozzo di Mazza 24;;3383043925;robertob091@gmail.com;TRS-IT-SIC-05236;15.278783;37.013463
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Casa Matisse;Via Selinunte 6/A;;3332106068;salvatore.lorefice4@virgilio.it;TRS-IT-SIC-04536;15.262669;37.088846
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Casa Vinci;Viale Montedoro 55;;333 4718732;infocasavinci@gmail.com;TRS-IT-SIC-05814;15.287779;37.066167
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Cheope;Viale Teocrito 71;;3339626257;bnbcheope@gmail.com;TRS-IT-SIC-07518;15.286925;37.075402
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Garden House;Via Testaferrata 34;http://www.bandbgardenhouse.it/;0931465828;gardenhouse@gmail.com;TRS-IT-SIC-00601;15.283633;37.072969
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Le Grand Bleu;Via Senatore Giuseppe Maielli 12;http://www.legrandbleusiracusa.it/;3312347480;info@legrandbleusiracusa.it;TRS-IT-SIC-01191;15.288724;37.065054
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Lemontree Garden;Via Traversa Pozzo di Mazza 12;http://www.lemon-garden.com/;0931715210;info@lemon-garden.com;TRS-IT-SIC-00594;15.272943;37.01743
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Marco Polo;Via Blanco 4 int. 10 4;http://www.bandbvillamarcopolo.it/;3294913322;info@bandbvillamarcopolo.it;TRS-IT-SIC-00830;15.285758;37.012104
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Nido Colorato;Via Bordighera 4;http://www.nidocolorato.it/;0931791521;info@nidocolorato.it;TRS-IT-SIC-00576;15.204799;36.966212
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Panoramic;Via San Sebastiano 34;;3381754322;alessandro_maltese@yahoo.it;TRS-IT-SIC-07422;15.284292;37.078094
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Residence Matteotti;Corso Matteotti 37;http://www.residencematteotti.it/;0931781716;info@residencematteotti.it;TRS-IT-SIC-00861;15.29303;37.062504
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Villa Fisher;Via degli Zaffiri 90;http://www.villafisher.com/;3408014635;info@villafisher.com;TRS-IT-SIC-00665;15.324422;37.003671
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Villa Messina;Via Tre Case 1;;0931721678;stellamessina@alice.it;TRS-IT-SIC-00868;15.299515;37.030916
Siracusa;Siracusa;2 Stelle;Bed & Breakfast;Zagara e Cannella;Via del Cinabro 2;http://zagaraecannella.freshcreator.com/;3289095201;bebezaca@hotmail.com;TRS-IT-SIC-00610;15.306778;37.019868
Siracusa;Siracusa;2 Stelle;Campeggi;Rinaura Agritourist;Contrada Rinaura 1;http://www.campingrinaura.it/;0931721224;sindona.marina@virgilio.it;TRS-IT-SIC-01936;15.250419;37.038692
Siracusa;Siracusa;2 Stelle;Hotel;Casamia;Corso Umberto I 112;http://www.bbcasamia.it/;0931463349;info@bbcasamia.it;TRS-IT-SIC-00500;15.286514;37.066181
Siracusa;Siracusa;2 Stelle;Hotel;Riviera;Via Eucleida 7;http://www.hotelrivierasiracusa.com/;093167050;info@hotelrivierasiracusa.com;TRS-IT-SIC-00503;15.294989;37.074607
Siracusa;Siracusa;3 Spighe;Agriturismo;Capo Corso;Contrada Capo Corso 1;;0931711834;info@capocorso.it;TRS-IT-SIC-01617;15.214267;37.073814
Siracusa;Siracusa;3 Spighe;Agriturismo;Case Damma;Contrada Damma - Via per Canicattini 1;http://www.casedamma.it/;0931717405;info@casedamma.it;TRS-IT-SIC-01618;15.24197;37.06305
Siracusa;Siracusa;3 Spighe;Agriturismo;Case del Feudo;Contrada Frescura 1;;0931464079;info@casedelfeudo.it;TRS-IT-SIC-01613;15.201082;37.068693
Siracusa;Siracusa;3 Spighe;Agriturismo;Fattoria Terra e Libert�;Via Strada provinciale 14 - Siracusa/Canicattini km 13 1;http://www.terraeliberta.it/;0931717430;agriturismo@terraeliberta.it;TRS-IT-SIC-01657;15.155055;37.022764
Siracusa;Siracusa;3 Spighe;Agriturismo;La casa di Melo;Via Elorina 149;http://www.lacasadimelo.com/;0931721253;info@lacasadimelo.com;TRS-IT-SIC-01672;15.213991;36.989963
Siracusa;Siracusa;3 Spighe;Agriturismo;La Perciata;Via Spinagallo 77;http://www.perciata.it/;0931717366;perciata@perciata.it;TRS-IT-SIC-01614;15.166165;37.018162
Siracusa;Siracusa;3 Spighe;Agriturismo;La Taverna;Via Traversa Taverna 6;http://www.latavernasr.com/;0931940245;info@latavernasr.com;TRS-IT-SIC-01673;15.238778;37.062667
Siracusa;Siracusa;3 Spighe;Agriturismo;Limoneto;Via del Platano 1;http://www.limoneto.it/;0931717352;info@limoneto.it;TRS-IT-SIC-01663;15.201611;37.034249
Siracusa;Siracusa;3 Spighe;Agriturismo;Terrauzza sul Mare;Via Blanco 8;http://www.terramar.it/;0931714362;info@terramar.it;TRS-IT-SIC-01664;15.287272;37.011694
Siracusa;Siracusa;3 Spighe;Agriturismo;Villa dei Papiri;Contrada Cozzo Pantano - Traversa Testa Pisima 2C;http://www.villadeipapiri.it/;0931721321;info@villadeipapiri.it;TRS-IT-SIC-01665;15.234519;37.039693
Siracusa;Siracusa;3 Stelle;Affittacamere;Acropoli;Via Roma 15;;0931449304;booking@bbsiracusaortigia.it;TRS-IT-SIC-01708;15.294253;37.060627
Siracusa;Siracusa;3 Stelle;Affittacamere;Donna Coraly;Contrada Santa Teresa Longarini trav. s. Michele sn;https://donnacoraly.it/;3386376121;info@donnacoraly.it;TRS-IT-SIC-07499;15.246546;37.007204
Siracusa;Siracusa;3 Stelle;Affittacamere;Elettra Guest House;Viale Teocrito 139;http://www.elettrasr.com/;3922672351;info@elettrasr.com;TRS-IT-SIC-07346;15.282193;37.075357
Siracusa;Siracusa;3 Stelle;Affittacamere;Eurialo;Viale Epipoli 251;http://www.bbeurialo.com/;0931711459;info@bbeurialo.com;TRS-IT-SIC-01848;15.219558;37.089701
Siracusa;Siracusa;3 Stelle;Affittacamere;Fratello Sole;Via Francesco Crispi 23;;093121178;sorellaluna@sorellalunasrl.191.it;TRS-IT-SIC-01730;15.282988;37.067434
Siracusa;Siracusa;3 Stelle;Affittacamere;Giuggiulena;Via Pitagora da Reggio 35;http://www.giuggiulena.it/it/;0931468142;info@giuggiulena.it;TRS-IT-SIC-01721;15.295067;37.075036
Siracusa;Siracusa;3 Stelle;Affittacamere;Il Casale;Via delle Fornaci 103;http://www.ilcasalebb.com/;0931721398;patpadova@yahoo.it;TRS-IT-SIC-01855;15.299094;37.027558
Siracusa;Siracusa;3 Stelle;Affittacamere;Il Duomo;Piazza Duomo 1;http://www.bbilduomosiracusa.it/;093122834;info@bbilduomosiracusa.it;TRS-IT-SIC-01834;15.293268;37.060152
Siracusa;Siracusa;3 Stelle;Affittacamere;La Borgata;Via Luigi Cadorna 77;http://www.bblaborgata.it/;093164195;bb_laborgata@libero.it;TRS-IT-SIC-01728;15.28717;37.071438
Siracusa;Siracusa;3 Stelle;Affittacamere;Laurus;Via Plutarco 4;;3293974704;laurusbnbsiracusa@gmail.com;TRS-IT-SIC-07274;15.284;37.070125
Siracusa;Siracusa;3 Stelle;Affittacamere;Lithos;Via Vittorio Veneto 193;;093124308;lithosrestaurisrl@gmail.com;TRS-IT-SIC-01737;15.2949;37.06481
Siracusa;Siracusa;3 Stelle;Affittacamere;Mastrarua;Via Vittorio Veneto 193;http://www.mastraruahotel.it/;093124308;info@mastraruahotel.it;TRS-IT-SIC-01738;15.29481;37.064814
Siracusa;Siracusa;3 Stelle;Affittacamere;Nonna Lina;Via Alagona 33;;3921598228;nonnalina33@virgilio.it;TRS-IT-SIC-01735;15.297682;37.060321
Siracusa;Siracusa;3 Stelle;Affittacamere;Olivia Room Eurialo;Via Siracusa 13/G;;093161364;direzione@olivianaturalbistrot.it;TRS-IT-SIC-07867;15.21679;37.0919
Siracusa;Siracusa;3 Stelle;Affittacamere;Olivia Room Teocrito;Via Papa Stefano IV 4;;093161364;direzione@olivianaturalbistrot.it;TRS-IT-SIC-07866;15.283254;37.075675
Siracusa;Siracusa;3 Stelle;Affittacamere;Palazzo del sale;Via Santa Teresa 25;http://www.palazzodelsale.com/;093165958;info@palazzodelsale.com;TRS-IT-SIC-01734;15.294978;37.075003
Siracusa;Siracusa;3 Stelle;Affittacamere;Populus;Via Pasubio 23;;0931468913;populussr@yahoo.it;TRS-IT-SIC-01725;15.288131;37.069695
Siracusa;Siracusa;3 Stelle;Affittacamere;Porta Marina;Via Santa Maria dei Miracoli 3;http://www.portamarinaortigia.it/;3389190138;info@portamarinaortigia.it;TRS-IT-SIC-01869;15.29188;37.061826
Siracusa;Siracusa;3 Stelle;Affittacamere;Residence Le Ninfe;Via Costanza Bruno 10;http://www.residenceleninfe.it/;0931412884;smilecoopsociale@gmail.com;TRS-IT-SIC-05241;15.281891;37.078594
Siracusa;Siracusa;3 Stelle;Affittacamere;Residence Villa Eva;Contrada Cuba V.le dei Lidi 204;http://www.residencevillaeva.it/;09311848032;info@residencevillaeva.it;TRS-IT-SIC-05896;15.233075;36.973965
Siracusa;Siracusa;3 Stelle;Affittacamere;Residenza Magnolia;Via Ronco Bentivegna 18;;093121454;info@residenzamagnolia.it;TRS-IT-SIC-06614;15.295713;37.061761
Siracusa;Siracusa;3 Stelle;Affittacamere;San Marciano 1;Via San Simone 9;;3357277965;info@sanmarciano.com;TRS-IT-SIC-06527;15.282673;37.077227
Siracusa;Siracusa;3 Stelle;Affittacamere;Siracusa Beach Rooms;Via Arenella 106;http://www.siracusabeachresidence.com/;0931721607;info@siracusabeachresidence.com;TRS-IT-SIC-01711;15.262833;37.001329
Siracusa;Siracusa;3 Stelle;Affittacamere;Siracusa Luxury Rooms;Piazza Della Vittoria 28;http://www.bebsiracusa.it/;3396549970;info@bebsiracusa.it;TRS-IT-SIC-06096;15.286209;37.073316
Siracusa;Siracusa;3 Stelle;Affittacamere;Sognando Ortigia;Via Trento 5;http://www.wanderlust-sicily.it/;3339485080;info@wanderlust-sicily.it;TRS-IT-SIC-07299;15.292588;37.064576
Siracusa;Siracusa;3 Stelle;Affittacamere;Sorella Luna;Via Francesco Crispi 23;;093121178;info@sorellalunasrl.it;TRS-IT-SIC-01731;15.282935;37.067383
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;3 Archi;Via del Crocifisso 30 int. 5;http://www.trearchisiracusa.com/;0931483020;info@trearchisiracusa.com;TRS-IT-SIC-00799;15.295096;37.06023
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Abaco Home;Via San Paolo 2;;093161982;uccello12@gmail.com;TRS-IT-SIC-00550;15.293117;37.063505
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Abbentu;Via delle Carceri Vecchie 23;;0931483073;maria946@alice.it;TRS-IT-SIC-00651;15.292324;37.060225
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Agro Antico;Via Travera Cuba 1;;3490088612;agroantico@gmail.com;TRS-IT-SIC-00638;15.244571;36.988554
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Alexander;Via Piave 120;;3473835448;sacutugno@libero.it;TRS-IT-SIC-07750;15.289539;37.073178
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Al Mercato di Ortigia;Piazza Cesare Battisti 3;http://www.almercatodiortigia.it/;093161188;info@almercatodiortigia.it;TRS-IT-SIC-00623;15.293436;37.065512
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Amare Ortigia;Via Nizza 3;http://www.amareortigia.it/;339 1222074;monica.pugliara@gmail.com;TRS-IT-SIC-05809;15.298018;37.060896
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Antares;Via Eumelo 80;;093160360;booking@antaresbedandbreakfast.it;TRS-IT-SIC-01200;15.283881;37.070983
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Apollo;Piazza Pancali 5;;3357253222;info@apollobeb.it;TRS-IT-SIC-00639;15.29208;37.06427
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Arcadia;Corso Gelone 86;;3394829349;arcadia.guest@hotmail.com;TRS-IT-SIC-07472;15.283698;37.070623
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Archia;Viale Teracati 50;;3291766495;info@bbarchia.it;TRS-IT-SIC-00879;15.281759;37.078112
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Archimede Vacanze;Piazza Archimede 2;http://www.archimedevacanze.it/;3391409809;info@archimedevacanze.it;TRS-IT-SIC-01068;15.294028;37.061003
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Arenella Beach;Via Islanda 1;;0931721607;info@siracusabeachresidence.com;TRS-IT-SIC-01207;15.261977;36.998806
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Arenile;Via Delle Muse 10;;3333975190;b-bdionisio@libero.it;TRS-IT-SIC-07370;15.20943;36.96662
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Aret�;Via Arsenale 54;;3315618303;ersiliada2@gmail.com;TRS-IT-SIC-05381;15.290296;37.069268
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Armonia;Corso Matteotti 45;http://www.armoniabeb.it/;093161660;info@armoniabeb.it;TRS-IT-SIC-00555;15.292961;37.062689
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Artemide;Via Vittorio Veneto 9;http://www.bedandbreakfastsicily.com;3383739050;artemide@bedandbreakfastsicily.com;TRS-IT-SIC-00557;15.297702;37.061136
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Asparano;Via Strada Ognina 45;http://www.asparano.it/;3928948476;info@asparano.it;TRS-IT-SIC-00770;15.250512;36.989198
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Astrea;Via Basento 18;;093169175;alex.borgia@email.it;TRS-IT-SIC-01177;15.279394;37.07231
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Azzurro Mare;Via Renella 100;;3408979376;azzurromare2014@virgilio.it;TRS-IT-SIC-01208;15.263656;36.99863
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Barbara;Via Pegaso 59;http://www.barbarabed.it/;09317904114;bareman@interfree.it;TRS-IT-SIC-00649;15.213783;36.975038
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;B&B del Centro Storico Ortigia;Via Chindemi 17;http://www.bebdelcentrostoricoortigia.it/;333 1962288;salvosjet@yahoo.it;TRS-IT-SIC-06244;15.291674;37.063833
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;B&B Raudino;Corso Gelone 83;;3295725233;walter_raudino@hotmail.it;TRS-IT-SIC-07554;15.282984;37.071416
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Campi Elisi;Via Giuseppe di Natale 28;http://www.bebcampielisi.it/;3345006039;info@bebcampielisi.it;TRS-IT-SIC-01214;15.285395;37.072731
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Caravaggio;Via Cairoli 8 int. 3;http://www.bbcaravaggio.com/;0931465932;bbcaravaggio@hotmail.it;TRS-IT-SIC-00625;15.288197;37.065231
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Casa Cristina;Via Chindemi 8;http://www.casacristinasr.it/;093162205;sergioaliffi@virgilio.it;TRS-IT-SIC-00746;15.29205;37.063829
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Casa d'Alleri;Via Roma 44;http://www.casadalleri.it/;09311622779;info@casadalleri.it;TRS-IT-SIC-07296;15.294451;37.060208
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Casa Maya;Viale Epipoli 109;;3383895227;charlotterathgeb62@gmail.com;TRS-IT-SIC-06903;15.258278;37.082491
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Corte Sicula;Viale Cadorna 122;http://www.bebcortesicula.com/;3771122951;info@bebcortesicula.com;TRS-IT-SIC-07652;15.287039;37.073831
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Cumpari Turiddu;Viale Tunisi 39;http://www.cumparituriddu.it/;389 785 1860;info@cumparituriddu.it;TRS-IT-SIC-07414;15.296404;37.081822
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Diana;Piazza Archimede 2;http://www.bbdiana.it/;0931721135;info@bbdiana.it;TRS-IT-SIC-00812;15.293623;37.060946
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Dolce Casa;Via Lido Sacramento 4;http://www.bbdolcecasa.it/;0931721135;contact@bbdolcecasa.it;TRS-IT-SIC-00626;15.266136;37.043738
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Dolce Silenzio;Via Mirabella 18;;093164201;dolcesilenzio@inwind.it;TRS-IT-SIC-00559;15.294108;37.062814
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Dolci Agrumi;Via Testaferrata 34;;3387390629;domenico.trapanese@virgilio.it;TRS-IT-SIC-07255;15.283633;37.072969
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Eclissi;Via Lago di Varese 24;;3287125943;michele.pitruzzello@libero.it;TRS-IT-SIC-01237;15.221766;36.971704
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Eder;Via Milano 19;;3498063968;ederhome@yahoo.it;TRS-IT-SIC-07349;15.293387;37.073336
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Eta Beta;Corso Gelone 63;http://www.etabeta-sole.it;0931468855;etabeta.sole@katamail.com;TRS-IT-SIC-01238;15.283101;37.07071
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Ficodindia;Via San Simeone 19;http://www.bbficodindia.it/;0931419199;filippo.barbagallo@hotmail.it;TRS-IT-SIC-01240;15.283358;37.077287
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Gelone;Via Eumelo 80;http://www.bebgelone.com/;093124182;info@bebgelone.com;TRS-IT-SIC-00763;15.283804;37.070883
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Globetrotter;Corso Giacomo Matteotti 45;http://www.globetrottersiracusa.com/;0931449460;info@globetrottersiracusa.com;TRS-IT-SIC-01048;15.292967;37.062671
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Igea;Corso Gelone 93;http://www.bebigea.it/;093162612;info@bebigea.it;TRS-IT-SIC-00832;15.282263;37.072448
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Il Ciclamino;Via Tagliamento 7;;3895566886;ciclaminosr@gmail.com;TRS-IT-SIC-07506;15.28205;37.070894
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Il Faro;Via dell'Airone 3;http://www.bbilfarosiracusa.com/;3473558237;matteomarchese27@gmail.com;TRS-IT-SIC-06451;15.271546;37.042576
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Il Grecale;Via Castello Maniace 11;;0931465431;;TRS-IT-SIC-00837;15.293387;37.057087
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Il Labirinto;Via Laberinto 19;http://www.illabirintortigia.it/;093161483;info@illabirintortigia.it;TRS-IT-SIC-00628;15.295017;37.060424
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Il Mirto e la Rosa;Via Ognina 65;http://mirtoelarosa.sitonline.it/;0931794164;mirtoelarosa@hotmail.com;TRS-IT-SIC-00629;15.252589;36.984722
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Il Pettirosso;Via del Pettirosso 14;;3930737333;alessandrolatina@outlook.it;TRS-IT-SIC-07869;15.260224;37.033278
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Il Pianista sul mare;Via San Giuliano 2;;093121530;bbilpianistasulmare@gmail.com;TRS-IT-SIC-00652;15.295128;37.077375
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Il Salotto di Maria Pia;Via Roma 45;http://www.ilsalottodimariapia.it/;3394354520;info@ilsalottodimariapia.it;TRS-IT-SIC-01244;15.294703;37.05991
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Il Terrazzo di Archimede;Via Necropoli Grotticelle 17;http://www.ilterrazzodiarchimede.it/home-4/;09311853548;info@ilterrazzodiarchimede.it;TRS-IT-SIC-07415;15.278601;37.079951
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;I Marinaretti;Via dell'Arsenale 1;http://bebimarinaretti.weebly.com/;3247845293;imarinaretti@gmail.com;TRS-IT-SIC-01241;15.288353;37.068154
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Karis;Via Nino Bixio 2;;3925185297;grazianoz@msn.com;TRS-IT-SIC-07408;15.287073;37.065324
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Kosmos;Via Monte Cervino 21;http://www.bbkosmos.it/;0931740395;info@bbkosmos.it;TRS-IT-SIC-01159;15.250105;37.090259
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La casa dei sogni;Viale Teocrito 71;;3201783416;bblacasadeisogni@gmail.com;TRS-IT-SIC-01181;15.286976;37.075334
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La Casa del mandorlo;Via Murro di Porco 195;http://www.casadelmandorlo.it;0931714181;info@casadelmandorlo.it;TRS-IT-SIC-00631;15.281654;37.031008
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La Corte;Via Orsa Minore 16;http://www.lacortesiracusa.it/;0931483021;info@lacortesiracusa.it;TRS-IT-SIC-00672;15.216497;36.964323
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La Corte degli Angeli;Via Ronco san Tommaso 15;http://www.lacortedegliangeli.com/;0931461802;info@lacortedegliangeli.com;TRS-IT-SIC-00593;15.293664;37.062806
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La Dimora di Ulisse;Via Delle Carceri Vecchie 3;;3204173960;v.signorelli@yahoo.it;TRS-IT-SIC-07513;15.292478;37.059388
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La Isla del Sol;Via Golfo di Aden 1;http://www.laisladelsol.com/;0931791250;info@laisladelsol.com;TRS-IT-SIC-02014;15.228859;36.971757
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La Locanda di nonna Iole;Via Corte degli Avolio 9;;3470952588;info@locandanonnaiole.com;TRS-IT-SIC-06695;15.293764;37.060722
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La Maison des Reves;Viale Teocrito 71;http://www.bblamaisondesreves.com/;0931717191;info@bblamaisondesreves.com;TRS-IT-SIC-00866;15.286953;37.075311
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La Residenza del Reginale;Via del Consiglio Reginale 13;;3457106108;laresidenzadelreginale13@gmail.com;TRS-IT-SIC-07334;15.293177;37.060585
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La Terra di Archimede;Via Pindaro 11;http://www.laterradiarchimede.it/;09311855295;laterradiarchimede@gmail.com;TRS-IT-SIC-01082;15.287014;37.071118
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La Via della Giudecca;Vico III alla Giudecca 4;http://www.laviadellagiudecca.com/;3896429934;info@laviadellagiudecca.it;TRS-IT-SIC-00805;15.296514;37.060111
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La Via dell'Incenzo;Vico III alla Giudecca 4;;3896429934;info@laviadellagiudecca.it;TRS-IT-SIC-00810;15.296514;37.060111
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;La Via del Mare;Via Isole delle Filippine 16;http://www.bedbreakfastsiracusa.it/;0931721331;info@bedbreakfastsiracusa.it;TRS-IT-SIC-00749;15.262834;37.00133
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;L&D Luxury Rooms;Via San Sebastiano 43;http://www.ellediluxuryrooms.com/;0931461242;info@ellediluxuryrooms.com;TRS-IT-SIC-01188;15.283512;37.07733
Siracusa;Siracusa;3 Stelle;Bed & Breakfast;Le Saline;Via Traversa Saline 2;;0931721790;stefdin@hotmail.it;TRS-IT-SIC-04707;15.274409;37.043758
