Comune;Long;Lat;Denominazione;Indirizzo;Nome Parco;Riferimenti Web;Cronologia;Tipologia;Info;Telefono;Email;Social;Ticket Intero;Ticket Ridotto;Orario;Scheda;Immagini;Note;Sheet
Aidone;14.477723;37.431181;Bouleuterion;C.da Morgantina;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;ellenistica;Edificio pubblico civile;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_bouleuterion.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_bouleuterion.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_bouleuterion_eng.pdf
Aidone;14.480311;37.431003;Casa del capitello dorico;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;"ellenistica; imperiale";Casa;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_capitellodorico.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_capitellodorico.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_capitellodorico_eng.pdf
Aidone;14.479162;37.431703;Fontana monumentale;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;ellenistica;Fontana;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_fontana.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_fontana.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_fontana_eng.pdf
Aidone;14.473058;37.427449;Terme Nord;C.da Santa Agnese;Parco archeologico di Morgantina;http://www.facebook.com/media/set/?set=a.275786462553616.67458.217998124999117&type=1;"ellenistica; imperiale";Terme;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_termenord.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_termenord.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_termenord_eng.pdf
Aidone;14.480071;37.430067;Granai;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;"ellenistica; romana";Edificio pubblico civile;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_granai.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_granai.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_granai_eng.pdf
Aidone;14.47762;37.428473;Casa del Magistrato;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;ellenistica;Casa;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_magistrato.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_magistrato.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_magistrato_eng.pdf
Aidone;14.477219;37.430024;Casa della cisterna ad arco;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;ellenistica;Casa;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_cisternaadarco.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_cisternaadarco.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_cisternaadarco_eng.pdf
Aidone;14.480051;37.430655;Fornace;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;"ellenistica; romana";Struttura industriale;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_grandefornace.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_fornace.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_grandefornace_eng.pdf
Marsala;12.469561;37.870184;Area K- Zona artigianale;Isola di San Pantaleo;Area archeologica di Mozia;http://it.wikipedia.org/wiki/Mozia;"arcaica; classica";Struttura industriale;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_areak.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_areak.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_areak_eng.pdf
Marsala;12.471029;37.869731;Fortificazioni di Nord-Est;Isola di San Pantaleo;Area archeologica di Mozia;http://it.wikipedia.org/wiki/Mozia;"arcaica; classica";Fortificazioni;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_nefortificazioni.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_nefortificazioni.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_nefortificazioni_eng.pdf
Marsala;12.468351;37.870205;Area T - Zona artigianale;Isola di San Pantaleo;Area archeologica di Mozia;http://it.wikipedia.org/wiki/Mozia;"arcaica; classica";Struttura industriale;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_areat.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_areat.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_areat_eng.pdf
Marsala;12.468539;37.870438;Necropoli arcaica;Isola di San Pantaleo;Area archeologica di Mozia;http://it.wikipedia.org/wiki/Mozia;"arcaica; classica";Necropoli;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_necropoli.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_necropoli.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_necropoli_eng.pdf
Marsala;12.466663;37.870008;Tophet;Isola di San Pantaleo;Area archeologica di Mozia;http://www.lasapienzamozia.it/mozia/index.php?option=com_content&view=article&id=60&Itemid=102;"arcaica; classica";Santuario;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_tophet.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_tophet.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_tophet_eng.pdf
Marsala;12.470673;37.870318;Porta Nord;Isola di San Pantaleo;Area archeologica di Mozia;http://it.wikipedia.org/wiki/Mozia;"arcaica; classica";Fortificazioni;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_portanord.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_portanord.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_portanord_eng.pdf
Marsala;12.469548;37.869759;Santuario Cappiddazzu;Isola di San Pantaleo;Area archeologica di Mozia;http://it.wikipedia.org/wiki/Mozia;"arcaica; classica";Santuario;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_cappiddazzu.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_capiddazzu.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_cappiddazzu_eng.pdf
Marsala;12.469799;37.865508;Casa dei mosaici;Isola di San Pantaleo;Area archeologica di Mozia;http://it.wikipedia.org/wiki/Mozia;"arcaica; classica";Casa;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_casamosaici.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_casamosaici.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_casamosaici_eng.pdf
Marsala;12.468477;37.863974;Casermetta;Isola di San Pantaleo;Area archeologica di Mozia;http://it.wikipedia.org/wiki/Mozia;"arcaica; classica";Fortificazioni;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_casermetta.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_casermetta.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_casermetta_eng.pdf
Marsala;12.466332;37.864549;Santuario del Kothon (tempio di Baal 'Addir);Isola di San Pantaleo;Area archeologica di Mozia;http://www.lasapienzamozia.it/mozia/index.php?option=com_content&view=article&id=89&Itemid=198;"arcaica; classica";Santuario;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_kothon.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_kothon.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_kothon_eng.pdf
Marsala;12.468235;37.865048;Zona B - Casa del pozzo quadrato;Isola di San Pantaleo;Area archeologica di Mozia;http://www.lasapienzamozia.it/mozia/index.php?option=com_content&view=article&id=172&Itemid=197;classica;Casa;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonab.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_zonab.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonab_eng.pdf
Marsala;12.467669;37.865782;Zona D - Casa del sacello domestico e Casa del corno di conchiglia;Isola di San Pantaleo;Area archeologica di Mozia;http://www.lasapienzamozia.it/mozia/index.php?option=com_content&view=article&id=63&Itemid=201;classica;Casa;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonad.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_zonad.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonad_eng.pdf
Marsala;12.465181;37.869448;Zona F - Fortezza Occidentale;Isola di San Pantaleo;Area archeologica di Mozia;http://www.lasapienzamozia.it/mozia/index.php?option=com_content&view=article&id=62&Itemid=209;"arcaica; classica";Fortificazioni;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonaf.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_zonaf.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonaf_eng.pdf
Marsala;12.469271;37.867346;Zona A - Casa delle anfore;Isola di San Pantaleo;Area archeologica di Mozia;http://it.wikipedia.org/wiki/Mozia;classica;Casa;Fondazione 'Giuseppe Whitaker', Via Dante 167 - 90141 Palermo;0916820522;info@fondazionewhitaker.it;;9.0;5.0;01/11 - 31/03 9,00 - 15.00, 01/04 - 31/10 9.30 - 18,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonaa.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Mozia_zonaa.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Mozia_zonaa_eng.pdf
Marsala;12.430164;37.804749;Domus;Lungomare Boeo, 30;Parco archeologico di Lilibeo - Marsala;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=32&IdSito=88;"ellenistica; imperiale";Casa;Ultimo ingresso un'ora prima della chiusura.;0923 952535;museo.lilibeo@regione.sicilia.it, polomuseale.tp.uo3@regione.sicilia.it;https://www.facebook.com/museo.lilibeo/;4.0;2.0;Museo, Area e Grotta (Piazza Vittoria): Lun, Dom e festivi - 9.00-13.30. Mar-Sab - 9.00-17.30.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lilibeo_domus.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Lilibeo_domus.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lilibeo_domus_eng.pdf
Marsala;12.43705;37.804332;Tomba di Crispia Salvia;Via Massimo D'Azeglio;Parco archeologico di Lilibeo - Marsala;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=32&IdSito=88;imperiale;Necropoli;Per le visite su prenotazione rivolgersi al personale o telefonare allo 0923952535;;nan;;0.0;0.0;Da lunedì a venerdì dalle ore 09.00 alle 13.00 previa prenotazione o richiesta al Museo Baglio Anselmi;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lilibeo_crispiasalvia.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Lilibeo_crispiasalvia.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lilibeo_crispiasalvia_eng.pdf
Marsala;12.430836;37.804305;Tempio di Iside;Lungomare Boeo, 30;Parco archeologico di Lilibeo - Marsala;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=32&IdSito=88;imperiale;Tempio;Ultimo ingresso un'ora prima della chiusura.;0923 952535;museo.lilibeo@regione.sicilia.it, polomuseale.tp.uo3@regione.sicilia.it;https://www.facebook.com/museo.lilibeo/;4.0;2.0;Museo, Area e Grotta (Piazza Vittoria): Lun, Dom e festivi - 9.00-13.30. Mar-Sab - 9.00-17.30.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lilibeo_iside.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Lilibeo_iside.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lilibeo_iside_eng.pdf
Marsala;12.428253;37.800687;Grotta della Sibilla;Lungomare Boeo - Chiesa di S. Giovanni Battista;Parco archeologico di Lilibeo - Marsala;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=32&IdSito=88;imperiale;"Grotta; Santuario";Visite su richiesta - per la prenotazione rivolgersi al personale o telefonare allo 0923 952535;0923 952535;museo.lilibeo@regione.sicilia.it, polomuseale.tp.uo3@regione.sicilia.it;https://www.facebook.com/museo.lilibeo/;4.0;2.0;Da Mar. a Ven. 9.00-13.00 (Visite su richiesta);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lilibeo_sibilla.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Lilibeo_sibilla.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lilibeo_sibilla_eng.pdf
Lipari;14.953734;38.467859;Impianto termale;Via Monsignore Bernardino Re;Parco archeologico delle Isole Eolie;http://www.regione.sicilia.it/beniculturali/museolipari/pagina.asp;"ellenistica; imperiale";Terme;;;nan;;0.0;0.0;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_impiantotermale.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Lipari_impiantotermale.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_impiantotermale_eng.pdf
Lipari;14.954078;38.465608;Cinta muraria greca;Via Avvocato Maggiore;Parco archeologico delle Isole Eolie;http://www.regione.sicilia.it/beniculturali/museolipari/pagina.asp;"arcaica; classica; ellenistica";Fortificazioni;Osservabile dalla strada;;nan;;0.0;0.0;Chiuso;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_muragreche.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Lipari_muragreche.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_muragreche_eng.pdf
Lipari;14.953953;38.467092;Parco archeologico di C.da Diana;Via Madre Florenza Profilo;Parco archeologico delle Isole Eolie;http://www.regione.sicilia.it/beniculturali/museolipari/pagina.asp;"arcaica; classica; ellenistica; imperiale";Necropoli;;;nan;;0.0;0.0;Tutti i giorni;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_contradadiana.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Lipari_contradadiana.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_contradadiana_eng.pdf
Lipari;14.952614;38.466328;Necropoli greca e tardo romana;Via Gugliemo Marconi;Parco archeologico delle Isole Eolie;http://www.luigibernabobrea.it/luoghi/lipari_necropoli2.html;"arcaica; classica; ellenistica; imperiale";Necropoli;;;nan;;0.0;0.0;Chiuso, osservabile dalla strada.;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_contradadiana.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Lipari_necropoligrecoromana.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_contradadiana_eng.pdf
Lipari;14.952359;38.465336;Necropoli Zagami;C.da Zagami, Via Isa Conti Effer Vaincher;Parco archeologico delle Isole Eolie;http://www.luigibernabobrea.it/luoghi/lipari_necropoli2.html;"arcaica; classica; ellenistica; imperiale";Necropoli;"All'interno di un complesso residenziale; visitabile su richiesta";;nan;;Non Disponibile;Non Disponibile;Chiuso;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_zagami.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Lipari_zagami.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_zagami_eng.pdf
Lipari;14.580598;38.556795;Insediamento di Filo Braccio;Istmo di Filo Braccio, Isoal di Filicudi;Parco archeologico delle Isole Eolie;http://www.archiviostoricoeoliano.it/sites/www.archiviostoricoeoliano.it/files/martinelli%20pdf%20contributo%20origini%20Copy_2.pdf;preistorica;Abitato;;;nan;;0.0;0.0;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Filicudi_filobraccio.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Filicudi_filobraccio.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Filicudi_filobraccio_eng.pdf
Lipari;14.957154;38.4671;Acropoli;via Castello;Parco archeologico delle Isole Eolie;http://www.luigibernabobrea.it/luoghi/lipari_acropoli.html;"arcaica; classica; ellenistica";Abitato;;;nan;;0.0;0.0;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_acropoli.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Lipari_acropoli.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_acropoli_eng.pdf
Lipari;14.909906;38.477925;Terme di San Calogero;C.da San Calogero;Parco archeologico delle Isole Eolie;http://www.luigibernabobrea.it/luoghi/lipari_stufa.html;preistorica, imperiale;Terme;;;nan;;Non Disponibile;Non Disponibile;Chiuso;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_termesancalogero.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Lipari_termesancalogero.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_termesancalogero_eng.pdf
Lipari;15.063652;38.625532;Capo Milazzese;Punta Milazzese, Isola di Panarea;Parco archeologico delle Isole Eolie;http://www.luigibernabobrea.it/luoghi/panarea.html;preistorica;Abitato;;;nan;;0.0;0.0;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Panarea_villaggio.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Panarea_villaggio.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Panarea_villaggio_eng.pdf
Lipari;14.588367;38.55698;Villaggio della Montagnola;Capo Graziano, Isola di Filicudi;Parco archeologico delle Isole Eolie;http://www.luigibernabobrea.it/luoghi/filicudi.html;preistorica;Abitato;;;nan;;0.0;0.0;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Filicudi_montagnola.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Filicudi_montagnola.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Filicudi_montagnola_eng.pdf
Lipari;14.956949;38.467472;Villaggio età del Bronzo;via Castello;Parco archeologico delle Isole Eolie;http://www.luigibernabobrea.it/luoghi/lipari_acropoli.html;preistorica;Abitato;;;nan;;0.0;0.0;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_villaggiobronzo.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Lipari_villaggiobronzo.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Lipari_villaggiobronzo_eng.pdf
Gela;14.223388;37.071433;Mura Timoleontee di Capo Soprano;Capo Soprano, C.da Scavone, Viale Indipendenza;Parco archeologico di Gela;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=320&IdSito=20;"arcaica; classica; ellenistica";Fortificazioni;Ingresso gratuito a tutti per la prima domenica di ogni mese, fino alle ore 13,00 (ultimo ingresso ore 12,30). Biglietto unico con il Museo Archeologico Regionale di Gela.;093391226 - 0933930975;nan;;4.0;2.0;In ora solare, dal lunedì al sabato, dalle 9,00 alle 13,00 e dalle 14,00 alle 17,00 (ultimo ingresso ore 16,30).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Gela_caposoprano.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Gela_caposoprano.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Gela_caposoprano_eng.pdf
